# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		4963		2310		1571
1		3989		4516		1699
2		3711		6648		1711
3		3506		8761		1713
4		3418		10839		1737
5		3334		12921		1776
6		3279		14963		1786
7		3228		17009		1808
8		3175		19044		1813
9		3131		21072		1798
10		3071		23109		1784
11		3051		25132		1802
12		3025		27177		1780
13		2987		29159		1787
14		2982		31183		1779
15		2917		33219		1780
16		2896		35228		1752
17		2845		37262		1801
18		2823		39280		1740
19		2805		41287		1740
20		2729		43283		1788
21		2714		45275		1794
22		2685		47274		1796
23		2649		49296		1790
24		2639		51310		1793
25		2608		53345		1799
26		2563		55343		1770
27		2545		57273		1791
28		2558		59258		1780
29		2528		61211		1773
30		2490		63197		1757
31		2473		65177		1768
32		2456		67160		1774
33		2436		69171		1766
34		2414		71120		1770
35		2431		73109		1785
36		2431		75128		1771
37		2410		77130		1796
38		2391		79126		1786
39		2347		81127		1773
40		2327		83094		1803
41		2342		85077		1797
42		2299		87050		1773
43		2311		89014		1806
44		2314		90991		1781
45		2300		92983		1798
46		2299		94985		1790
47		2283		97009		1781
48		2295		98995		1769
49		2261		100966		1757
50		2262		102968		1781
51		2240		104980		1803
52		2234		106965		1809
53		2246		108954		1778
54		2225		110933		1795
55		2226		112935		1814
56		2231		114929		1812
57		2209		116931		1774
58		2213		118926		1800
59		2219		120928		1786
60		2227		122906		1773
61		2228		124900		1790
62		2216		126882		1803
63		2226		128867		1790
64		2223		130843		1782
65		2212		132836		1790
66		2230		134823		1798
67		2213		136837		1797
68		2217		138825		1791
69		2210		140820		1791
70		2187		142832		1781
71		2160		144839		1786
72		2171		146832		1769
73		2160		148827		1762
74		2140		150844		1784
75		2141		152859		1788
76		2140		154874		1778
77		2128		156859		1787
78		2129		158876		1798
79		2126		160886		1798
80		2126		162886		1782
81		2105		164878		1787
82		2133		166892		1798
83		2123		168888		1783
84		2112		170886		1790
85		2105		172916		1790
86		2097		174935		1803
87		2104		176947		1778
88		2089		178927		1795
89		2108		180921		1786
90		2110		182893		1778
91		2104		184892		1797
92		2101		186896		1782
93		2113		188911		1794
94		2128		190888		1787
95		2144		192899		1793
96		2130		194892		1786
97		2129		196894		1790
98		2114		198909		1794
99		2120		200897		1799
100		2116		202873		1787
101		2124		204884		1801
102		2113		206890		1791
103		2097		208891		1805
104		2115		210888		1776
105		2095		212911		1790
106		2099		214901		1790
107		2106		216892		1795
108		2088		218868		1799
109		2099		220866		1807
110		2111		222844		1789
111		2100		224831		1799
112		2094		226816		1787
113		2079		228811		1783
114		2107		230798		1770
115		2097		232808		1798
116		2069		234813		1795
117		2085		236806		1810
118		2076		238804		1801
119		2093		240787		1771
120		2072		242806		1787
121		2081		244792		1772
122		2088		246782		1784
123		2078		248797		1792
124		2094		250796		1797
125		2102		252816		1797
126		2083		254831		1796
127		2085		256836		1780
128		2091		258845		1787
129		2099		260842		1783
130		2127		262874		1786
131		2092		264884		1780
132		2099		266889		1795
133		2108		268882		1802
134		2095		270875		1804
135		2112		272904		1796
136		2105		274905		1793
137		2095		276925		1793
