# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		10135		4638		3251
1		9999		9258		3285
2		9852		13860		3357
3		9743		18431		3411
4		9718		23014		3443
5		9655		27586		3407
6		9606		32138		3450
7		9620		36720		3463
8		9493		41276		3509
9		9411		45827		3511
10		9442		50372		3512
11		9405		54913		3456
12		9484		59464		3492
13		9446		64031		3477
14		9429		68608		3516
15		9348		73171		3485
16		9279		77738		3496
17		9299		82302		3488
18		9296		86851		3541
19		9291		91415		3489
20		9325		95960		3534
21		9231		100510		3523
22		9148		105022		3525
23		9049		109517		3555
24		9070		114050		3528
25		9102		118557		3507
26		9050		123096		3529
27		8983		127623		3471
28		9040		132143		3511
29		9015		136657		3487
30		9048		141158		3526
31		8979		145663		3544
32		8940		150176		3516
33		9018		154698		3511
34		8976		159226		3515
35		8906		163753		3509
36		8947		168265		3518
37		8883		172765		3528
38		8882		177245		3528
39		8846		181764		3519
40		8890		186273		3531
41		8867		190774		3516
42		8900		195246		3554
43		8959		199756		3491
44		8855		204253		3503
45		8715		208738		3509
46		8703		213215		3502
47		8636		217714		3465
48		8592		222200		3495
49		8700		226705		3496
50		8788		231176		3513
51		8818		235693		3554
52		8662		240172		3497
53		8721		244629		3505
54		8724		249128		3529
55		8643		253622		3536
56		8687		258134		3533
57		8674		262655		3512
58		8631		267147		3512
59		8603		271650		3488
60		8622		276140		3535
61		8484		280601		3491
62		8416		285075		3504
63		8283		289543		3479
64		8265		294013		3538
65		8290		298458		3481
66		8242		302907		3481
67		8241		307363		3497
68		8166		311848		3536
69		8327		316318		3552
70		8204		320830		3530
71		8114		325310		3509
72		8016		329733		3524
73		8112		334199		3524
74		8053		338663		3507
75		7923		343122		3499
76		7945		347559		3530
77		7891		352004		3560
78		7886		356456		3538
79		7828		360897		3543
80		7793		365339		3478
81		7837		369768		3490
82		7779		374224		3513
83		7829		378696		3496
84		7723		383162		3510
85		7729		387614		3518
86		7706		392044		3499
87		7768		396464		3507
88		7725		400918		3555
89		7785		405383		3502
90		7674		409831		3531
91		7685		414300		3568
92		7651		418761		3494
93		7485		423203		3442
94		7554		427644		3512
95		7461		432067		3497
96		7389		436492		3541
97		7383		440986		3488
98		7344		445453		3536
99		7478		449899		3493
100		7365		454347		3532
101		7361		458806		3537
102		7331		463280		3558
103		7236		467708		3492
104		7126		472129		3515
105		7124		476548		3542
106		7133		480971		3524
107		7115		485410		3515
108		7177		489896		3529
109		7141		494351		3483
110		7194		498796		3518
111		7121		503266		3567
112		7041		507709		3519
113		6986		512136		3513
114		6964		516574		3498
115		7039		521015		3542
116		7016		525465		3498
117		7029		529906		3550
118		6959		534352		3488
119		7017		538793		3522
120		6900		543262		3559
121		6914		547711		3515
122		6881		552166		3538
123		6888		556594		3492
124		6868		561023		3496
125		6899		565481		3558
126		6871		569946		3561
127		6798		574406		3503
128		6715		578832		3535
129		6783		583263		3555
130		6811		587701		3582
131		6785		592132		3562
132		6730		596564		3551
133		6655		601017		3518
134		6741		605473		3529
135		6674		609943		3500
136		6654		614391		3547
137		6667		618871		3522
138		6679		623299		3509
139		6645		627792		3557
140		6592		632244		3512
141		6583		636697		3527
142		6611		641167		3515
143		6563		645620		3507
144		6570		650082		3506
145		6512		654547		3537
146		6552		659023		3513
147		6531		663493		3495
148		6578		667931		3513
149		6614		672396		3501
150		6528		676870		3517
151		6477		681341		3458
152		6490		685784		3505
153		6493		690233		3566
154		6527		694684		3492
155		6542		699160		3539
156		6574		703639		3521
157		6509		708117		3527
158		6525		712592		3507
159		6576		717087		3533
160		6518		721595		3523
161		6527		726054		3544
162		6498		730539		3545
163		6481		735030		3523
164		6393		739480		3526
165		6438		743953		3522
166		6327		748439		3544
167		6335		752908		3530
168		6247		757366		3523
169		6191		761845		3525
170		6133		766340		3511
171		6126		770809		3568
172		6069		775287		3536
173		6027		779723		3518
174		6061		784186		3458
175		6032		788633		3552
176		6068		793137		3508
177		6049		797623		3456
178		6043		802114		3507
179		5980		806638		3493
180		5955		811129		3506
181		5892		815625		3524
182		5894		820092		3520
183		5893		824556		3539
184		5909		829015		3546
185		5834		833522		3527
186		5875		837985		3507
187		5899		842454		3496
188		5942		846967		3552
189		5877		851461		3508
190		5781		855940		3506
191		5865		860459		3521
192		5898		864936		3510
193		5834		869425		3529
194		5903		873909		3518
195		5839		878426		3528
196		5737		882939		3535
197		5714		887421		3535
198		5691		891918		3508
199		5628		896436		3505
200		5592		900916		3505
201		5634		905433		3496
202		5588		909938		3551
203		5502		914448		3499
204		5530		918901		3510
205		5500		923386		3514
206		5526		927861		3520
207		5524		932366		3497
208		5506		936915		3563
209		5467		941441		3503
210		5442		945945		3490
211		5448		950449		3522
212		5454		954950		3495
213		5548		959479		3526
214		5461		963983		3493
215		5419		968493		3506
216		5419		973014		3513
217		5465		977526		3526
218		5425		982010		3519
219		5392		986530		3486
220		5465		991057		3520
221		5382		995572		3506
222		5404		1000071		3511
223		5401		1004569		3515
224		5393		1009091		3521
225		5310		1013577		3507
226		5264		1018059		3495
227		5253		1022568		3523
228		5218		1027066		3481
229		5227		1031553		3535
230		5251		1036056		3519
231		5222		1040569		3534
232		5237		1045070		3522
233		5253		1049558		3519
234		5231		1054053		3485
235		5167		1058550		3482
236		5162		1063036		3456
237		5124		1067560		3463
238		5204		1072058		3495
239		5246		1076589		3503
240		5205		1081116		3530
241		5127		1085612		3513
242		5138		1090148		3522
243		5243		1094662		3484
244		5221		1099201		3517
245		5223		1103729		3466
246		5132		1108235		3462
247		5122		1112752		3509
248		5133		1117243		3511
249		5151		1121785		3523
250		5106		1126305		3508
251		5034		1130828		3480
252		5021		1135345		3481
253		4963		1139875		3457
254		4966		1144390		3497
255		4943		1148932		3504
256		5008		1153458		3515
257		4972		1157975		3475
258		4916		1162493		3473
259		4859		1167027		3499
260		4958		1171519		3449
261		4881		1176029		3475
262		4947		1180563		3492
263		4954		1185087		3486
264		4937		1189620		3516
265		4993		1194128		3540
266		5047		1198651		3505
267		5020		1203178		3460
268		5004		1207685		3530
269		5073		1212222		3509
270		5102		1216738		3517
271		5047		1221236		3506
272		5095		1225775		3490
273		5140		1230308		3513
274		5153		1234849		3543
275		5101		1239395		3502
276		5091		1243924		3511
277		5086		1248433		3489
278		5043		1252960		3504
279		5023		1257466		3516
280		5099		1261984		3516
281		5065		1266519		3497
282		5016		1271055		3482
283		5017		1275569		3483
284		5015		1280084		3511
285		5057		1284614		3466
286		5076		1289135		3501
287		5015		1293647		3515
288		5109		1298154		3515
289		5000		1302675		3508
290		4937		1307203		3516
291		4904		1311723		3515
292		4891		1316240		3479
293		4943		1320785		3517
294		4927		1325316		3503
295		4928		1329838		3536
296		4902		1334348		3523
297		4896		1338885		3500
298		4887		1343401		3519
299		4871		1347910		3508
300		4909		1352443		3525
301		4895		1356954		3528
302		4914		1361468		3510
303		4895		1365992		3505
304		4832		1370518		3517
305		4849		1375039		3491
306		4867		1379562		3471
307		4857		1384073		3526
308		4855		1388606		3511
309		4854		1393137		3491
310		4800		1397655		3530
311		4849		1402167		3503
312		4792		1406707		3516
313		4815		1411231		3518
314		4775		1415768		3527
315		4749		1420322		3525
316		4766		1424852		3494
317		4808		1429382		3518
318		4837		1433901		3487
319		4865		1438445		3500
320		4811		1442991		3486
321		4811		1447530		3508
322		4840		1452087		3494
323		4844		1456612		3536
324		4823		1461142		3513
325		4715		1465652		3497
326		4812		1470170		3483
327		4896		1474693		3512
328		4826		1479222		3511
329		4795		1483726		3507
330		4825		1488228		3498
331		4815		1492779		3478
332		4759		1497313		3476
333		4684		1501827		3504
334		4738		1506339		3476
335		4750		1510837		3501
336		4748		1515361		3489
337		4758		1519900		3515
338		4670		1524439		3528
339		4689		1528977		3515
340		4669		1533501		3525
341		4636		1538006		3465
342		4673		1542531		3491
343		4634		1547059		3515
344		4608		1551589		3522
345		4595		1556123		3498
346		4513		1560636		3543
347		4540		1565173		3518
348		4546		1569720		3500
349		4531		1574264		3464
350		4541		1578842		3509
351		4521		1583394		3479
352		4563		1587930		3491
353		4591		1592485		3514
354		4575		1597055		3470
355		4512		1601601		3495
356		4519		1606154		3498
357		4518		1610713		3488
358		4563		1615263		3505
359		4544		1619810		3475
360		4562		1624363		3495
361		4553		1628907		3508
362		4579		1633450		3506
363		4571		1638016		3472
364		4576		1642586		3477
365		4578		1647162		3490
366		4606		1651714		3466
367		4609		1656237		3486
368		4578		1660757		3506
369		4526		1665281		3521
370		4611		1669808		3461
371		4575		1674352		3492
372		4501		1678882		3516
373		4540		1683404		3511
374		4559		1687930		3492
375		4516		1692485		3493
376		4563		1697044		3518
377		4536		1701598		3471
378		4567		1706165		3504
379		4504		1710752		3496
380		4524		1715302		3500
381		4421		1719858		3487
382		4441		1724388		3513
383		4401		1728925		3488
384		4406		1733452		3494
385		4443		1738002		3494
386		4440		1742521		3494
387		4444		1747058		3523
388		4448		1751599		3522
389		4415		1756153		3582
390		4340		1760725		3509
391		4345		1765276		3475
392		4403		1769842		3508
393		4448		1774393		3518
394		4431		1778962		3513
395		4474		1783533		3532
396		4462		1788080		3514
397		4438		1792638		3522
398		4460		1797186		3502
399		4413		1801737		3514
400		4447		1806287		3509
401		4410		1810826		3486
402		4410		1815370		3506
403		4485		1819957		3499
404		4474		1824533		3532
405		4451		1829094		3509
406		4383		1833650		3480
407		4376		1838210		3494
408		4327		1842759		3541
409		4383		1847277		3471
410		4304		1851824		3528
411		4282		1856343		3501
412		4299		1860862		3490
413		4287		1865386		3505
414		4286		1869912		3491
415		4275		1874457		3500
416		4295		1878996		3509
417		4261		1883544		3500
418		4326		1888104		3481
419		4287		1892617		3469
420		4313		1897160		3516
421		4268		1901722		3501
422		4271		1906287		3484
423		4260		1910842		3497
424		4208		1915390		3504
425		4250		1919937		3503
426		4307		1924473		3520
427		4284		1929011		3540
428		4245		1933586		3553
429		4186		1938147		3501
430		4140		1942695		3509
431		4155		1947227		3471
432		4167		1951756		3509
433		4182		1956290		3507
434		4214		1960837		3494
435		4166		1965393		3477
436		4166		1969954		3483
437		4136		1974513		3480
438		4101		1979055		3469
439		4061		1983608		3476
440		4064		1988159		3472
441		4016		1992704		3479
442		4010		1997242		3465
443		4089		2001780		3465
444		4161		2006343		3449
445		4142		2010903		3495
446		4062		2015462		3485
447		4037		2019998		3474
448		4038		2024536		3487
449		4007		2029090		3486
450		3995		2033648		3499
451		4077		2038215		3493
452		4035		2042776		3489
453		4055		2047320		3490
454		4066		2051884		3464
455		4042		2056443		3462
456		4026		2061008		3461
457		4078		2065560		3458
458		4027		2070101		3486
459		4066		2074671		3475
460		4108		2079247		3473
461		4078		2083798		3481
462		4062		2088353		3487
463		4020		2092899		3529
464		4021		2097455		3509
465		4005		2102003		3507
466		4038		2106558		3495
467		4015		2111106		3476
468		4007		2115638		3493
469		4043		2120205		3500
